Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
747,Exit long,2021-04-05 16:45,EOD Exit,16237.25,1,16075.5,3228.8,1.00,3511.9,1.09,-13.1,0.00,35963.6,35.96
747,Entry long,2021-04-05 09:40,Long,16075.5,1,16075.5,3228.8,1.00,3511.9,1.09,-13.1,0.00,35963.6,35.96
748,Exit long,2021-04-08 09:45,Close entry(s) order Long,16344.75,1,16363.5,-381.2,-0.12,251.9,0.08,-463.1,-0.14,35582.4,35.58
748,Entry long,2021-04-08 09:40,Long,16363.5,1,16363.5,-381.2,-0.12,251.9,0.08,-463.1,-0.14,35582.4,35.58
749,Exit short,2021-04-09 10:00,Close entry(s) order Short,16368.75,1,16337.75,-626.2,-0.19,171.9,0.05,-768.1,-0.24,34956.2,34.96
749,Entry short,2021-04-09 09:40,Short,16337.75,1,16337.75,-626.2,-0.19,171.9,0.05,-768.1,-0.24,34956.2,34.96
750,Exit long,2021-04-13 16:45,EOD Exit,16613.25,1,16559.5,1068.8,0.32,1411.9,0.43,-788.1,-0.24,36025,36.03
750,Entry long,2021-04-13 09:40,Long,16559.5,1,16559.5,1068.8,0.32,1411.9,0.43,-788.1,-0.24,36025,36.03
751,Exit long,2021-04-15 16:45,EOD Exit,16642.75,1,16597.75,893.8,0.27,1451.9,0.44,-598.1,-0.18,36918.8,36.92
751,Entry long,2021-04-15 09:40,Long,16597.75,1,16597.75,893.8,0.27,1451.9,0.44,-598.1,-0.18,36918.8,36.92
752,Exit long,2021-04-23 16:45,EOD Exit,16541.5,1,16441,2003.8,0.61,3521.9,1.07,-383.1,-0.12,38922.6,38.92
752,Entry long,2021-04-23 09:40,Long,16441,1,16441,2003.8,0.61,3521.9,1.07,-383.1,-0.12,38922.6,38.92
753,Exit short,2021-05-04 15:55,Close entry(s) order Short,16180,1,16230.25,998.8,0.31,4261.9,1.31,-173.1,-0.05,39921.4,39.92
753,Entry short,2021-05-04 09:40,Short,16230.25,1,16230.25,998.8,0.31,4261.9,1.31,-173.1,-0.05,39921.4,39.92
754,Exit long,2021-05-05 09:55,Close entry(s) order Long,16231.25,1,16280.25,-986.2,-0.30,361.9,0.11,-1083.1,-0.33,38935.2,38.94
754,Entry long,2021-05-05 09:40,Long,16280.25,1,16280.25,-986.2,-0.30,361.9,0.11,-1083.1,-0.33,38935.2,38.94
755,Exit long,2021-05-07 12:35,Close entry(s) order Long,16361.5,1,16340.5,413.8,0.13,2121.9,0.65,-293.1,-0.09,39349,39.35
755,Entry long,2021-05-07 09:40,Long,16340.5,1,16340.5,413.8,0.13,2121.9,0.65,-293.1,-0.09,39349,39.35
756,Exit short,2021-05-10 16:45,EOD Exit,15965.5,1,16188.25,4448.8,1.37,4531.9,1.40,-353.1,-0.11,43797.8,43.80
756,Entry short,2021-05-10 09:40,Short,16188.25,1,16188.25,4448.8,1.37,4531.9,1.40,-353.1,-0.11,43797.8,43.80
757,Exit short,2021-05-12 16:45,EOD Exit,15603.75,1,15814.5,4208.8,1.33,4366.9,1.38,-1068.1,-0.34,48006.6,48.01
757,Entry short,2021-05-12 09:40,Short,15814.5,1,15814.5,4208.8,1.33,4366.9,1.38,-1068.1,-0.34,48006.6,48.01
758,Exit long,2021-05-13 11:25,Close entry(s) order Long,15732.5,1,15755.75,-471.2,-0.15,2081.9,0.66,-658.1,-0.21,47535.4,47.54
758,Entry long,2021-05-13 09:40,Long,15755.75,1,15755.75,-471.2,-0.15,2081.9,0.66,-658.1,-0.21,47535.4,47.54
759,Exit short,2021-05-19 10:15,Close entry(s) order Short,15699.5,1,15695.5,-86.2,-0.03,1086.9,0.35,-368.1,-0.12,47449.2,47.45
759,Entry short,2021-05-19 09:40,Short,15695.5,1,15695.5,-86.2,-0.03,1086.9,0.35,-368.1,-0.12,47449.2,47.45
760,Exit long,2021-05-20 16:45,EOD Exit,16133,1,16012.75,2398.8,0.75,2921.9,0.91,-118.1,-0.04,49848,49.85
760,Entry long,2021-05-20 09:40,Long,16012.75,1,16012.75,2398.8,0.75,2921.9,0.91,-118.1,-0.04,49848,49.85
761,Exit long,2021-05-24 16:45,EOD Exit,16287.25,1,16209.25,1553.8,0.48,2256.9,0.70,-273.1,-0.08,51401.8,51.40
761,Entry long,2021-05-24 09:40,Long,16209.25,1,16209.25,1553.8,0.48,2256.9,0.70,-273.1,-0.08,51401.8,51.40
762,Exit long,2021-05-28 10:25,Close entry(s) order Long,16333.5,1,16363.25,-601.2,-0.18,131.9,0.04,-653.1,-0.20,50800.6,50.80
762,Entry long,2021-05-28 09:40,Long,16363.25,1,16363.25,-601.2,-0.18,131.9,0.04,-653.1,-0.20,50800.6,50.80
763,Exit long,2021-06-01 10:00,Close entry(s) order Long,16336.25,1,16390,-1081.2,-0.33,151.9,0.05,-1078.1,-0.33,49719.4,49.72
763,Entry long,2021-06-01 09:40,Long,16390,1,16390,-1081.2,-0.33,151.9,0.05,-1078.1,-0.33,49719.4,49.72
764,Exit long,2021-06-02 12:20,Close entry(s) order Long,16303,1,16319.25,-331.2,-0.10,591.9,0.18,-513.1,-0.16,49388.2,49.39
764,Entry long,2021-06-02 09:40,Long,16319.25,1,16319.25,-331.2,-0.10,591.9,0.18,-513.1,-0.16,49388.2,49.39
765,Exit short,2021-06-03 10:55,Close entry(s) order Short,16215.5,1,16125.5,-1806.2,-0.56,536.9,0.17,-1803.1,-0.56,47582,47.58
