Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
91,Exit short,2011-06-02 13:00,Close entry(s) order Short,155.54,1,154.38,-1167,-0.76,126.5,0.08,-1163.5,-0.75,23683,47.37
91,Entry short,2011-06-02 11:30,Short,154.38,1,154.38,-1167,-0.76,126.5,0.08,-1163.5,-0.75,23683,47.37
92,Exit long,2011-06-08 16:45,EOD Exit,156.57,1,156.5,63,0.04,1066.5,0.68,-383.5,-0.25,23746,47.49
92,Entry long,2011-06-08 11:30,Long,156.5,1,156.5,63,0.04,1066.5,0.68,-383.5,-0.25,23746,47.49
93,Exit long,2011-06-09 13:55,Close entry(s) order Long,157.23,1,157.81,-587,-0.37,306.5,0.19,-583.5,-0.37,23159,46.32
93,Entry long,2011-06-09 11:30,Long,157.81,1,157.81,-587,-0.37,306.5,0.19,-583.5,-0.37,23159,46.32
94,Exit short,2011-06-10 16:45,EOD Exit,154.63,1,155.1,463,0.30,816.5,0.53,-163.5,-0.11,23622,47.24
94,Entry short,2011-06-10 11:30,Short,155.1,1,155.1,463,0.30,816.5,0.53,-163.5,-0.11,23622,47.24
95,Exit long,2011-06-15 11:40,Close entry(s) order Long,154.24,1,154.94,-707,-0.46,126.5,0.08,-923.5,-0.60,22915,45.83
95,Entry long,2011-06-15 11:30,Long,154.94,1,154.94,-707,-0.46,126.5,0.08,-923.5,-0.60,22915,45.83
96,Exit short,2011-06-16 12:00,Close entry(s) order Short,150.89,1,150.53,-367,-0.24,246.5,0.16,-413.5,-0.27,22548,45.10
96,Entry short,2011-06-16 11:30,Short,150.53,1,150.53,-367,-0.24,246.5,0.16,-413.5,-0.27,22548,45.10
97,Exit short,2011-06-21 14:20,Close entry(s) order Short,149.43,1,149.5,63,0.04,1346.5,0.90,-93.5,-0.06,22611,45.22
97,Entry short,2011-06-21 11:30,Short,149.5,1,149.5,63,0.04,1346.5,0.90,-93.5,-0.06,22611,45.22
98,Exit short,2011-06-24 13:35,Close entry(s) order Short,146.47,1,145.75,-727,-0.50,656.5,0.45,-773.5,-0.53,21884,43.77
98,Entry short,2011-06-24 11:30,Short,145.75,1,145.75,-727,-0.50,656.5,0.45,-773.5,-0.53,21884,43.77
99,Exit long,2011-06-29 16:45,EOD Exit,150.32,1,150.84,-527,-0.35,76.5,0.05,-1193.5,-0.79,21357,42.71
99,Entry long,2011-06-29 11:30,Long,150.84,1,150.84,-527,-0.35,76.5,0.05,-1193.5,-0.79,21357,42.71
100,Exit long,2011-06-30 11:40,Close entry(s) order Long,150.08,1,150.52,-447,-0.30,36.5,0.02,-453.5,-0.30,20910,41.82
100,Entry long,2011-06-30 11:30,Long,150.52,1,150.52,-447,-0.30,36.5,0.02,-453.5,-0.30,20910,41.82
101,Exit long,2011-07-01 11:35,Close entry(s) order Long,149.36,1,149.59,-237,-0.16,106.5,0.07,-233.5,-0.16,20673,41.35
