Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
84,Exit long,2013-03-28 16:50,EOD Exit,2052.25,1,2051,58.5,0.06,135.5,0.13,-177,-0.17,301.5,0.60
84,Entry long,2013-03-28 11:30,Long,2051,1,2051,58.5,0.06,135.5,0.13,-177,-0.17,301.5,0.60
85,Exit long,2013-04-02 14:30,Close entry(s) order Long,2052.75,1,2057,-216.5,-0.21,0,0.00,-214.5,-0.21,85,0.17
85,Entry long,2013-04-02 11:30,Long,2057,1,2057,-216.5,-0.21,0,0.00,-214.5,-0.21,85,0.17
86,Exit long,2013-04-10 16:50,EOD Exit,2072.75,1,2069.25,171,0.17,223,0.22,-27,-0.03,256,0.51
86,Entry long,2013-04-10 11:30,Long,2069.25,1,2069.25,171,0.17,223,0.22,-27,-0.03,256,0.51
87,Exit long,2013-04-16 16:50,EOD Exit,2058.25,1,2050.75,371,0.36,460.5,0.45,-39.5,-0.04,627,1.25
87,Entry long,2013-04-16 11:30,Long,2050.75,1,2050.75,371,0.36,460.5,0.45,-39.5,-0.04,627,1.25
88,Exit long,2013-04-23 13:05,Close entry(s) order Long,2047.25,1,2063.25,-804,-0.78,35.5,0.03,-802,-0.78,-177,-0.35
88,Entry long,2013-04-23 11:30,Long,2063.25,1,2063.25,-804,-0.78,35.5,0.03,-802,-0.78,-177,-0.35
89,Exit long,2013-04-29 16:50,EOD Exit,2078.5,1,2076,121,0.12,273,0.26,-64.5,-0.06,-56,-0.11
89,Entry long,2013-04-29 11:30,Long,2076,1,2076,121,0.12,273,0.26,-64.5,-0.06,-56,-0.11
90,Exit long,2013-05-03 16:50,EOD Exit,2098.25,1,2101.5,-166.5,-0.16,60.5,0.06,-214.5,-0.20,-222.5,-0.44
90,Entry long,2013-05-03 11:30,Long,2101.5,1,2101.5,-166.5,-0.16,60.5,0.06,-214.5,-0.20,-222.5,-0.44
91,Exit long,2013-05-14 16:50,EOD Exit,2137,1,2133.25,183.5,0.17,235.5,0.22,-77,-0.07,-39,-0.08
91,Entry long,2013-05-14 11:30,Long,2133.25,1,2133.25,183.5,0.17,235.5,0.22,-77,-0.07,-39,-0.08
92,Exit long,2013-05-22 12:25,Close entry(s) order Long,2164.5,1,2166.75,-116.5,-0.11,210.5,0.19,-114.5,-0.11,-155.5,-0.31
92,Entry long,2013-05-22 11:30,Long,2166.75,1,2166.75,-116.5,-0.11,210.5,0.19,-114.5,-0.11,-155.5,-0.31
93,Exit long,2013-06-07 16:50,EOD Exit,2129.25,1,2130.75,-79,-0.07,123,0.12,-489.5,-0.46,-234.5,-0.47
93,Entry long,2013-06-07 11:30,Long,2130.75,1,2130.75,-79,-0.07,123,0.12,-489.5,-0.46,-234.5,-0.47
94,Exit long,2013-06-13 16:50,EOD Exit,2125.25,1,2106.25,946,0.90,1123,1.07,-64.5,-0.06,711.5,1.42
94,Entry long,2013-06-13 11:30,Long,2106.25,1,2106.25,946,0.90,1123,1.07,-64.5,-0.06,711.5,1.42
95,Exit long,2013-06-17 14:10,Close entry(s) order Long,2129,1,2133.5,-229,-0.21,60.5,0.06,-264.5,-0.25,482.5,0.97
95,Entry long,2013-06-17 11:30,Long,2133.5,1,2133.5,-229,-0.21,60.5,0.06,-264.5,-0.25,482.5,0.97
96,Exit long,2013-06-18 16:50,EOD Exit,2141.25,1,2140.25,46,0.04,185.5,0.17,-177,-0.17,528.5,1.06
96,Entry long,2013-06-18 11:30,Long,2140.25,1,2140.25,46,0.04,185.5,0.17,-177,-0.17,528.5,1.06
97,Exit long,2013-06-25 16:50,EOD Exit,2075.5,1,2074.25,58.5,0.06,435.5,0.42,-164.5,-0.16,587,1.17
97,Entry long,2013-06-25 11:30,Long,2074.25,1,2074.25,58.5,0.06,435.5,0.42,-164.5,-0.16,587,1.17
98,Exit long,2013-06-26 11:35,Close entry(s) order Long,2085.75,1,2087.5,-91.5,-0.09,0,0.00,-164.5,-0.16,495.5,0.99
98,Entry long,2013-06-26 11:30,Long,2087.5,1,2087.5,-91.5,-0.09,0,0.00,-164.5,-0.16,495.5,0.99
99,Exit long,2013-07-01 13:55,Close entry(s) order Long,2107.75,1,2115,-366.5,-0.35,35.5,0.03,-364.5,-0.34,129,0.26
99,Entry long,2013-07-01 11:30,Long,2115,1,2115,-366.5,-0.35,35.5,0.03,-364.5,-0.34,129,0.26
100,Exit long,2013-07-18 13:15,Close entry(s) order Long,2177.75,1,2182.5,-241.5,-0.22,35.5,0.03,-239.5,-0.22,-112.5,-0.22
100,Entry long,2013-07-18 11:30,Long,2182.5,1,2182.5,-241.5,-0.22,35.5,0.03,-239.5,-0.22,-112.5,-0.22
